user_id,place_id,rating,user_prefs
8,214,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,687,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,307,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,796,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,128,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,808,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,620,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,667,4,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,216,2,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,170,2,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,165,1,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,783,1,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,444,1,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,124,2,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,20,2,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,264,2,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
8,498,2,"[""Royal"", ""Monument"", ""Fireworks"", ""Ancient Artifact"", ""Preservation""]"
9,179,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,369,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,559,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,227,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,764,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,870,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,120,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,558,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,124,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,171,4,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,134,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,156,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,407,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,705,1,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,333,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,864,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,767,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,524,1,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,6,2,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
9,370,1,"[""Mythological"", ""Scenic Drives"", ""Rocky Coastline"", ""Pine Forest"", ""Cloud Valley""]"
10,348,4,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,892,4,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,505,4,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,877,4,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,162,4,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,574,4,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,271,2,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,601,1,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,845,2,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,759,1,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,590,2,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,199,1,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,13,2,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,615,1,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,216,1,"[""Stonework"", ""Untouched"", ""Military Base""]"
10,546,1,"[""Stonework"", ""Untouched"", ""Military Base""]"
11,68,4,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,814,4,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,94,4,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,497,4,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,719,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,144,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,678,1,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,796,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,921,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,612,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,695,1,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,533,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,595,2,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
11,443,1,"[""Historic Building"", ""Scenic Spot"", ""Karst Landscape"", ""Observation Tower""]"
12,57,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,219,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,363,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,717,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,90,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,754,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,460,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,526,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,110,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,892,4,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,360,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,781,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,620,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,618,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,242,1,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,797,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,496,1,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,197,1,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,452,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
12,469,2,"[""Mineral Bath"", ""War Memorial"", ""Ancient Port""]"
13,141,4,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,464,4,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,667,4,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,854,4,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,299,1,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,241,1,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,38,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,384,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,579,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,246,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,52,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,850,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,840,2,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
13,438,1,"[""Traditional Theatre"", ""Artisanry"", ""Cham Towers"", ""Jumping Carp""]"
14,347,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,256,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,799,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,519,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,281,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,750,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,527,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,254,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,533,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,849,4,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,800,2,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,94,2,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,693,2,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,466,1,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,70,2,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,602,1,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,568,1,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,746,2,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
14,774,2,"[""Exploration"", ""Hoi An"", ""Rose Garden"", ""Imperial Edicts"", ""Mangrove""]"
15,545,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,773,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,490,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,633,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,593,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,350,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,873,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,517,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,313,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,372,4,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,360,2,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,102,2,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,67,1,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,203,2,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,874,2,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,245,1,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,380,2,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,50,1,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,279,1,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
15,502,1,"[""Local Life"", ""Heritage Site"", ""Bronze casting""]"
16,587,4,"[""Street Art"", ""Architecture"", ""Shrine Complex"", ""Outdoor Activities"", ""Mud Bath""]"
16,794,4,"[""Street Art"", ""Architecture"", ""Shrine Complex"", ""Outdoor Activities"", ""Mud Bath""]"
16,689,4,"[""Street Art"", ""Architecture"", ""Shrine Complex"", ""Outdoor Activities"", ""Mud Bath""]"
16,710,4,"[""Street Art"", ""Architecture"", ""Shrine Complex"", ""Outdoor Activities"", ""Mud Bath""]"
16,800,4,"[""Street Art"", ""Architecture"", ""Shrine Complex"", ""Outdoor Activities"", ""Mud Bath""]"
16,735,4,"[""Street Art"", ""Architecture"", ""Shrine Complex"", ""Outdoor Activities"", ""Mud Bath""]"
